id,team,element_type,first_name,second_name,web_name,now_cost,initial_cost
344,15,4,David,McGoldrick,McGoldrick,52,55.0
345,15,2,Chris,Basham,Basham,46,50.0
346,15,3,John,Fleck,Fleck,56,60.0
347,15,2,Enda,Stevens,Stevens,50,55.0
348,15,1,Simon,Moore,Moore,43,45.0
349,15,3,Oliver,Norwood,Norwood,45,50.0
350,15,1,Wes,Foderingham,Foderingham,43,45.0
351,15,2,George,Baldock,Baldock,49,55.0
352,15,2,Jack,Robinson,Jack Robinson,42,45.0
353,15,2,John,Egan,Egan,47,50.0
354,15,2,Jack,O'Connell,O'Connell,47,50.0
355,15,3,John,Lundstram,Lundstram,48,55.0
356,15,3,Ben,Osborn,Osborn,47,50.0
357,15,4,Oliver,McBurnie,McBurnie,56,60.0
359,15,4,Lys,Mousset,Mousset,58,60.0
360,15,3,Sander,Berge,Berge,49,50.0
424,15,3,Oliver,Burke,Burke,41,45.0
477,15,3,Luke,Freeman,Freeman,50,50.0
483,15,1,Aaron,Ramsdale,Ramsdale,46,50.0
509,15,2,Ethan,Ampadu,Ampadu,43,45.0
510,15,2,Jayden,Bogle,Bogle,43,45.0
511,15,2,Max,Lowe,Lowe,42,45.0
529,15,2,Phil,Jagielka,Jagielka,39,40.0
580,15,1,Michael,Verrips,Verrips,40,40.0
603,15,2,Kean,Bryan,Bryan,39,40.0
618,15,4,Antwoine,Hackford,Hackford,44,45.0
646,15,2,Kyron,Gordon,Gordon,40,40.0
656,15,3,Iliman,Ndiaye,Ndiaye,45,45.0
657,15,3,Zak,Brunt,Brunt,45,45.0
670,15,3,Frankie,Maguire,Maguire,44,45.0
699,15,4,Daniel,Jebbison,Jebbison,45,45.0
704,15,2,Harry,Boyes,Boyes,40,40.0
705,15,3,Femi,Seriki,Seriki,45,45.0
711,15,4,William,Osula,Osula,45,45.0
148,16,3,Theo,Walcott,Walcott,58,60.0
258,16,3,Takumi,Minamino,Minamino,60,65.0
361,16,4,Shane,Long,Long,51,55.0
362,16,2,Ryan,Bertrand,Bertrand,50,50.0
363,16,1,Alex,McCarthy,McCarthy,44,45.0
364,16,3,Oriol,Romeu Vidal,Oriol Romeu,45,45.0
365,16,3,Nathan,Redmond,Redmond,64,65.0
366,16,4,Danny,Ings,Ings,84,85.0
367,16,2,Jack,Stephens,Stephens,46,50.0
368,16,3,Stuart,Armstrong,Armstrong,55,55.0
369,16,2,Jannik,Vestergaard,Vestergaard,47,45.0
370,16,3,James,Ward-Prowse,Ward-Prowse,59,60.0
371,16,1,Angus,Gunn,Gunn,43,45.0
372,16,3,Sofiane,Boufal,Boufal,54,55.0
374,16,3,Josh,Sims,Sims,43,45.0
375,16,2,Kyle,Walker-Peters,Walker-Peters,47,45.0
376,16,2,Jan,Bednarek,Bednarek,47,45.0
377,16,4,Che,Adams,Adams,57,60.0
378,16,2,Yan,Valery,Valery,47,50.0
379,16,3,William,Smallbone,Smallbone,43,45.0
380,16,2,Jake,Vokins,Vokins,39,40.0
381,16,4,Michael,Obafemi,Obafemi,46,50.0
382,16,3,Moussa,Djenepo,Djenepo,54,55.0
479,16,2,Mohammed,Salisu,Salisu,43,45.0
523,16,1,Fraser,Forster,Forster,40,40.0
524,16,3,Nathan,Tella,Tella,43,45.0
565,16,3,Ibrahima,Diallo,Diallo,45,45.0
590,16,4,Daniel,N'Lundulu,N'Lundulu,45,45.0
598,16,2,Kayne,Ramsay,Ramsay,40,40.0
624,16,3,Kgaogelo,Chauke,Chauke,44,45.0
625,16,1,Harry,Lewis,Lewis,40,40.0
634,16,3,Will,Ferry,Ferry,45,45.0
635,16,2,Allan,Tchaptchet,Tchaptchet,40,40.0
636,16,3,Caleb,Watts,Watts,45,45.0
643,16,3,Alexandre,Jankewitz,Jankewitz,45,45.0
655,16,3,Ryan,Finnigan,Finnigan,45,45.0
383,17,1,Hugo,Lloris,Lloris,56,55.0
384,17,2,Danny,Rose,Rose,47,50.0
385,17,3,Moussa,Sissoko,Sissoko,47,50.0
386,17,2,Toby,Alderweireld,Alderweireld,54,55.0
387,17,3,Erik,Lamela,Lamela,57,60.0
388,17,4,Harry,Kane,Kane,119,105.0
389,17,2,Serge,Aurier,Aurier,52,55.0
390,17,3,Heung-Min,Son,Son,96,90.0
391,17,2,Eric,Dier,Dier,46,50.0
392,17,3,Lucas,Rodrigues Moura da Silva,Lucas Moura,64,70.0
393,17,1,Paulo,Gazzaniga,Gazzaniga,43,45.0
394,17,3,Bamidele,Alli,Alli,74,80.0
395,17,2,Ben,Davies,Davies,45,50.0
396,17,3,Pierre-Emile,Højbjerg,Højbjerg,49,50.0
397,17,3,Harry,Winks,Winks,51,55.0
398,17,2,Davinson,Sánchez,Sánchez,52,55.0
399,17,2,Ryan,Sessegnon,Sessegnon,47,50.0
400,17,3,Steven,Bergwijn,Bergwijn,70,75.0
401,17,3,Gedson,Carvalho Fernandes,Fernandes,47,50.0
402,17,2,Japhet,Tanganga,Tanganga,49,50.0
403,17,3,Giovani,Lo Celso,Lo Celso,69,70.0
404,17,3,Oliver,Skipp,Skipp,44,45.0
405,17,3,Tanguy,Ndombele,Ndombele,59,60.0
406,17,2,Juan,Foyth,Foyth,43,45.0
457,17,2,Matt,Doherty,Doherty,56,60.0
482,17,1,Joe,Hart,Hart,42,45.0
521,17,2,Cameron,Carter-Vickers,Carter-Vickers,39,40.0
542,17,2,Sergio,Reguilón,Reguilón,55,55.0
543,17,3,Gareth,Bale,Bale,92,95.0
564,17,4,Carlos Vinicius,Alves Morais,Carlos Vinicius,69,70.0
584,17,2,Joe,Rodon,Rodon,49,50.0
650,17,3,Alfie,Devine,Devine,44,45.0
666,17,4,Dane,Scarlett,Scarlett,45,45.0
710,17,3,Nile,John,John,45,45.0
15,18,2,Ainsley,Maitland-Niles,Maitland-Niles,46,50.0
56,18,1,David,Button,Button,39,40.0
358,18,4,Callum,Robinson,Callum Robinson,52,55.0
407,18,2,Kieran,Gibbs,Gibbs,43,45.0
408,18,4,Hal,Robson-Kanu,Robson-Kanu,52,55.0
409,18,3,Jake,Livermore,Livermore,47,50.0
410,18,3,Kamil,Grosicki,Grosicki,52,55.0
411,18,3,Matt,Phillips,Phillips,51,55.0
412,18,2,Kyle,Bartley,Bartley,44,45.0
413,18,3,Romaine,Sawyers,Sawyers,46,50.0
414,18,2,Ahmed El-Sayed,Hegazy,Hegazi,41,45.0
415,18,4,Charlie,Austin,Austin,51,55.0
416,18,4,Kenneth,Zohore,Zohore,48,50.0
417,18,1,Sam,Johnstone,Johnstone,46,45.0
418,18,2,Conor,Townsend,Townsend,44,45.0
419,18,2,Oluwasemilogo Adesewo Ibidapo,Ajayi,Ajayi,48,50.0
420,18,3,Jonathan,Leko,Leko,45,45.0
421,18,3,Kyle,Edwards,Edwards,46,50.0
422,18,2,Darnell,Furlong,Furlong,45,45.0
423,18,3,Sam,Field,Field,48,50.0
425,18,2,Dara,O'Shea,O'Shea,42,45.0
426,18,3,Rekeem,Harper,Harper,43,45.0
428,18,3,Robert,Snodgrass,Snodgrass,56,60.0
446,18,3,Grady,Diangana,Diangana,50,55.0
481,18,3,Matheus,Pereira,Pereira,54,60.0
499,18,2,Cedric,Kipre,Kipre,43,45.0
530,18,2,Branislav,Ivanovic,Ivanovic,44,45.0
544,18,3,Conor,Gallagher,Gallagher,55,55.0
555,18,3,Filip,Krovinovic,Krovinovic,49,50.0
582,18,4,Karlan,Grant,Grant,56,60.0
600,18,2,Lee,Peltier,Peltier,39,40.0
621,18,4,Cheikh,Diaby,Diaby,45,45.0
639,18,1,Andy,Lonergan,Lonergan,40,40.0
648,18,4,Mbaye,Diagne,Diagne,60,60.0
654,18,3,Okay,Yokuslu,Yokuslu,45,45.0
700,18,2,Caleb,Taylor,Taylor,40,40.0
701,18,3,Taylor,Gardner-Hickman,Gardner-Hickman,45,45.0
706,18,3,Toby,King,King,45,45.0
709,18,3,Tim,Iroegbunam,Iroegbunam,45,45.0
301,19,3,Jesse,Lingard,Lingard,66,60.0
427,19,3,Mark,Noble,Noble,45,50.0
429,19,1,David,Martin,Martin,39,40.0
430,19,1,Darren,Randolph,Randolph,43,45.0
431,19,1,Lukasz,Fabianski,Fabianski,50,50.0
432,19,2,Angelo,Ogbonna,Ogbonna,47,50.0
433,19,1,Roberto,Jimenez Gago,Roberto,45,45.0
434,19,3,Jack,Wilshere,Wilshere,49,50.0
435,19,2,Aaron,Cresswell,Cresswell,57,50.0
436,19,3,Andriy,Yarmolenko,Yarmolenko,55,60.0
437,19,4,Michail,Antonio,Antonio,67,65.0
438,19,2,Ryan,Fredericks,Fredericks,42,45.0
439,19,3,Manuel,Lanzini,Lanzini,64,65.0
440,19,3,Felipe Anderson,Pereira Gomes,Felipe Anderson,61,65.0
441,19,4,Sébastien,Haller,Haller,61,65.0
442,19,2,Arthur,Masuaku,Masuaku,43,45.0
443,19,2,Fabián,Balbuena,Balbuena,41,45.0
444,19,4,Jordan,Hugill,Hugill,55,55.0
445,19,3,Jarrod,Bowen,Bowen,58,65.0
447,19,4,Albian,Ajeti,Ajeti,55,55.0
448,19,3,Declan,Rice,Rice,47,50.0
449,19,3,Tomas,Soucek,Soucek,52,50.0
450,19,3,Pablo,Fornals,Fornals,58,65.0
451,19,2,Issa,Diop,Diop,43,45.0
452,19,2,Ben,Johnson,Johnson,39,40.0
558,19,2,Vladimir,Coufal,Coufal,48,45.0
576,19,2,Craig,Dawson,Dawson,45,45.0
587,19,3,Saïd,Benrahma,Benrahma,59,60.0
637,19,2,Frederik,Alves,Alves,40,40.0
638,19,4,Ademipo,Odubeko,Odubeko,45,45.0
668,19,3,Conor,Coventry,Coventry,45,45.0
669,19,2,Jamal,Baptiste,Baptiste,40,40.0
674,19,1,Nathan,Trott,Trott,40,40.0
453,20,1,John,Ruddy,Ruddy,43,45.0
454,20,3,João Filipe Iria,Santos Moutinho,Moutinho,51,55.0
455,20,1,Rui Pedro,dos Santos Patrício,Patrício,53,55.0
456,20,2,Ryan,Bennett,Bennett,44,45.0
458,20,2,Willy,Boly,Boly,54,55.0
459,20,2,Conor,Coady,Coady,49,50.0
460,20,4,Raúl,Jiménez,Jiménez,81,85.0
461,20,2,Romain,Saïss,Saïss,49,50.0
462,20,2,Jonathan,Castro Otto,Jonny,54,55.0
463,20,4,Léo,Bonatini,Bonatini,48,50.0
464,20,3,Leander,Dendoncker,Dendoncker,46,50.0
465,20,3,Adama,Traoré,Traoré,60,65.0
466,20,3,Rúben Diogo,da Silva Neves,Neves,51,55.0
467,20,2,Oskar,Buur,Buur,39,40.0
469,20,3,Daniel,Castelo Podence,Podence,53,55.0
470,20,2,Max,Kilman,Kilman,38,40.0
471,20,2,Rúben Gonçalo,Silva Nascimento Vinagre,Vinagre,41,45.0
472,20,1,Matija,Sarkic,Sarkic,44,45.0
473,20,3,Morgan,Gibbs-White,Gibbs-White,49,50.0
474,20,3,Pedro,Lomba Neto,Neto,55,55.0
475,20,3,Bruno André,Cavaco Jordao,Jordao,43,45.0
476,20,4,Leonardo,Campana,Campana,47,50.0
504,20,4,Fabio,Silva,Fabio Silva,52,55.0
505,20,2,Fernando,Marçal,Marçal,47,50.0
515,20,3,Vitor,Ferreira,Vitinha,47,50.0
545,20,2,Ki-Jana,Hoever,Hoever,44,45.0
546,20,2,Nélson,Cabral Semedo,Semedo,51,55.0
553,20,3,Meritan,Shabani,Shabani,44,45.0
563,20,2,Rayan,Ait Nouri,Ait Nouri,50,50.0
581,20,3,Owen,Otasowie,Otasowie,45,45.0
610,20,3,Theo,Corbeanu,Corbeanu,44,45.0
611,20,3,Taylor,Perry,Perry,44,45.0
614,20,3,Luke,Cundle,Cundle,45,45.0
615,20,2,Lewis,Richards,Richards,40,40.0
616,20,2,Christian,Marques,Marques,39,40.0
617,20,1,Andreas,Söndergaard,Söndergaard,40,40.0
626,20,4,Patrick,Cutrone,Cutrone,59,60.0
629,20,2,Nigel,Lonwijk,Lonwijk,39,40.0
642,20,4,Willian José,Da Silva,Willian José,68,70.0
649,20,2,Hugo,Bueno,Bueno,40,40.0
